ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-arrived_gpu_milli
1213,6212,5835520,6212,6043380
1213,6212,5835520,6212,6043850
1213,6212,5835520,6212,6044850
1213,6212,5835520,6212,6045850
1213,6212,5835630,6212,6045960
1213,6212,5835630,6212,6053960
1213,6212,5835630,6212,6054960
1213,6212,5835630,6212,6055960
1213,6212,5835630,6212,6055960
1213,6212,5835630,6212,6056190
1213,6212,5835630,6212,6056650
1213,6212,5835630,6212,6057650
1213,6212,5835630,6212,6058460
1213,6212,5835630,6212,6059460
1213,6212,5835630,6212,6060270
1213,6212,5835630,6212,6061270
1213,6212,5835630,6212,6061920
1213,6212,5835630,6212,6062920
1213,6212,5835630,6212,6062920
1213,6212,5835630,6212,6063920
1213,6212,5835630,6212,6064390
1213,6212,5835630,6212,6064860
1213,6212,5835630,6212,6065860
1213,6212,5835630,6212,6066510
1213,6212,5835630,6212,6067510
1213,6212,5835630,6212,6068510
1213,6212,5835630,6212,6069510
1213,6212,5835630,6212,6070160
1213,6212,5835630,6212,6070810
1213,6212,5835630,6212,6070810
1213,6212,5835630,6212,6071810
1213,6212,5835630,6212,6072030
1213,6212,5835630,6212,6073030
1213,6212,5835630,6212,6081030
1213,6212,5835630,6212,6082030
1213,6212,5835630,6212,6083030
1213,6212,5835630,6212,6083350
1213,6212,5835630,6212,6084350
1213,6212,5835630,6212,6085350
1213,6212,5835630,6212,6086350
1213,6212,5835790,6212,6086510
1213,6212,5835790,6212,6087510
1213,6212,5835790,6212,6088510
1213,6212,5835790,6212,6088510
1213,6212,5835790,6212,6089510
1213,6212,5835790,6212,6090510
1213,6212,5835790,6212,6091510
1213,6212,5835790,6212,6092510
1213,6212,5835790,6212,6092880
1213,6212,5835790,6212,6093880
1213,6212,5835790,6212,6094880
1213,6212,5835790,6212,6095350
1213,6212,5835790,6212,6096350
1213,6212,5835790,6212,6096820
1213,6212,5835790,6212,6097820
1213,6212,5835790,6212,6098820
1213,6212,5835790,6212,6098820
1213,6212,5835790,6212,6098820
1213,6212,5835790,6212,6099820
1213,6212,5835790,6212,6099820
1213,6212,5835790,6212,6100820
1213,6212,5835790,6212,6101050
1213,6212,5835790,6212,6101860
1213,6212,5836790,6212,6102860
1213,6212,5836790,6212,6103670
1213,6212,5836790,6212,6104670
1213,6212,5836790,6212,6104990
1213,6212,5836790,6212,6105310
1213,6212,5836790,6212,6106120
1213,6212,5836790,6212,6107120
1213,6212,5836790,6212,6108120
1213,6212,5836790,6212,6108120
1213,6212,5836790,6212,6108590
1213,6212,5836790,6212,6108590
1213,6212,5836790,6212,6108590
1213,6212,5836790,6212,6108810
1213,6212,5836790,6212,6109620
1213,6212,5836790,6212,6110620
1213,6212,5836790,6212,6110620
1213,6212,5836790,6212,6111430
1213,6212,5836790,6212,6111430
1213,6212,5836790,6212,6111430
1213,6212,5836790,6212,6112430
1213,6212,5836790,6212,6112900
1213,6212,5836790,6212,6113130
1213,6212,5836790,6212,6114130
1213,6212,5836790,6212,6114940
1213,6212,5836790,6212,6114940
1213,6212,5836790,6212,6115940
1213,6212,5836790,6212,6116410
1213,6212,5836790,6212,6117410
1213,6212,5836790,6212,6117410
1213,6212,5836790,6212,6118410
1213,6212,5836790,6212,6119410
1213,6212,5836790,6212,6119880
1213,6212,5836790,6212,6120350
1213,6212,5836790,6212,6121160
1213,6212,5836790,6212,6121480
1213,6212,5836790,6212,6122480
1213,6212,5836790,6212,6122700
1213,6212,5836790,6212,6123700
1213,6212,5836790,6212,6124170
1213,6212,5836790,6212,6125170
1213,6212,5836790,6212,6125400
1213,6212,5836790,6212,6126400
1213,6212,5836790,6212,6126860
1213,6212,5836790,6212,6126860
1213,6212,5836790,6212,6127860
1213,6212,5836790,6212,6128670
1213,6212,5836790,6212,6129670
1213,6212,5836790,6212,6137670
1213,6212,5836790,6212,6138670
1213,6212,5836950,6212,6138830
1213,6212,5836950,6212,6139830
1213,6212,5836950,6212,6140300
1213,6212,5836950,6212,6140780
1213,6212,5836950,6212,6141780
1213,6212,5836950,6212,6142780
1213,6212,5836950,6212,6143250
1213,6212,5836950,6212,6143250
1213,6212,5836950,6212,6144250
1213,6212,5836950,6212,6145250
1213,6212,5836950,6212,6145480
1213,6212,5836950,6212,6146480
1213,6212,5836950,6212,6147290
1213,6212,5836950,6212,6147290
1213,6212,5836950,6212,6148290
1213,6212,5836950,6212,6148840
1213,6212,5836950,6212,6149840
1213,6212,5836950,6212,6149840
1213,6212,5836950,6212,6150650
1213,6212,5836950,6212,6151650
1213,6212,5836950,6212,6151970
1213,6212,5836950,6212,6152780
1213,6212,5836950,6212,6153430
1213,6212,5836950,6212,6153750
1213,6212,5836950,6212,6154750
1213,6212,5836950,6212,6155750
1213,6212,5836950,6212,6156750
1213,6212,5836950,6212,6157750
1213,6212,5836950,6212,6157750
1213,6212,5836950,6212,6158750
1213,6212,5836950,6212,6159750
1213,6212,5836950,6212,6160750
1213,6212,5836950,6212,6161750
1213,6212,5836950,6212,6162220
1213,6212,5836950,6212,6163220
1213,6212,5836950,6212,6163220
1213,6212,5836950,6212,6163220
1213,6212,5836950,6212,6164030
1213,6212,5836950,6212,6165030
1213,6212,5836950,6212,6166030
1213,6212,5836950,6212,6167030
1213,6212,5836950,6212,6167840
1213,6212,5836950,6212,6168840
1213,6212,5836950,6212,6169840
1213,6212,5836950,6212,6170310
1213,6212,5837110,6212,6170470
1213,6212,5837110,6212,6171470
1213,6212,5837110,6212,6172470
1213,6212,5837110,6212,6172800
1213,6212,5837110,6212,6173260
1213,6212,5837110,6212,6174070
1213,6212,5837110,6212,6175070
1213,6212,5837110,6212,6176070
1213,6212,5837110,6212,6176880
1213,6212,5837110,6212,6176880
1213,6212,5837110,6212,6177690
1213,6212,5837110,6212,6178160
1213,6212,5837110,6212,6179160
1213,6212,5837110,6212,6180160
1213,6212,5837110,6212,6181160
1213,6212,5837110,6212,6181970
1213,6212,5837110,6212,6181970
1213,6212,5837110,6212,6182780
1213,6212,5837110,6212,6183590
1213,6212,5837110,6212,6184590
1213,6212,5837110,6212,6184590
1213,6212,5837110,6212,6185590
1213,6212,5837110,6212,6185590
1213,6212,5837110,6212,6186590
1213,6212,5837110,6212,6186590
1213,6212,5837110,6212,6187400
1213,6212,5837110,6212,6187400
1213,6212,5837110,6212,6188400
1213,6212,5837110,6212,6189210
1213,6212,5837110,6212,6197210
1213,6212,5837110,6212,6198210
1213,6212,5837110,6212,6199210
1213,6212,5837110,6212,6199580
1213,6212,5837110,6212,6200170
1213,6212,5837110,6212,6200980
1213,6212,5837110,6212,6201980
1213,6212,5837110,6212,6202980
1213,6212,5837110,6212,6203980
1213,6212,5837110,6212,6204980
1213,6212,5837110,6212,6205790
1213,6212,5837110,6212,6206600
1213,6212,5837110,6212,6207600
1213,6212,5837110,6212,6207600
1213,6212,5837110,6212,6208600
1213,6212,5837110,6212,6209410
1213,6212,5837110,6212,6210410
1213,6212,5837110,6212,6210880
1213,6212,5837110,6212,6211880
1213,6212,5837110,6212,6212880
1213,6212,5837110,6212,6212880
1213,6212,5837110,6212,6213350
1213,6212,5837110,6212,6214160
1213,6212,5837110,6212,6214970
1213,6212,5837110,6212,6214970
1213,6212,5837110,6212,6215200
1213,6212,5837110,6212,6215850
1213,6212,5837110,6212,6216850
1213,6212,5837110,6212,6217850
1213,6212,5837110,6212,6218850
1213,6212,5837110,6212,6219080
1213,6212,5837110,6212,6220080
1213,6212,5837110,6212,6220080
1213,6212,5837110,6212,6220730
1213,6212,5837110,6212,6221730
1213,6212,5837110,6212,6222540
1213,6212,5837110,6212,6223540
1213,6212,5837110,6212,6224540
1213,6212,5837110,6212,6224770
1213,6212,5837110,6212,6225770
1213,6212,5837110,6212,6225770
1213,6212,5837110,6212,6226770
1213,6212,5837110,6212,6227090
1213,6212,5837110,6212,6228090
1213,6212,5837110,6212,6228090
1213,6212,5837110,6212,6228560
1213,6212,5837110,6212,6229560
1213,6212,5837110,6212,6230370
1213,6212,5837110,6212,6231370
1213,6212,5837110,6212,6232370
1213,6212,5837110,6212,6233370
1213,6212,5837110,6212,6234370
1213,6212,5837110,6212,6234370
1213,6212,5837110,6212,6235180
1213,6212,5837110,6212,6235990
1213,6212,5837110,6212,6236990
1213,6212,5837110,6212,6237800
1213,6212,5837110,6212,6238610
1213,6212,5837110,6212,6239610
1213,6212,5837110,6212,6240420
1213,6212,5837110,6212,6241420
1213,6212,5837110,6212,6241420
1213,6212,5837110,6212,6241740
1213,6212,5837110,6212,6242210
1213,6212,5837110,6212,6242210
1213,6212,5837110,6212,6243210
1213,6212,5837110,6212,6243210
1213,6212,5837110,6212,6244210
1213,6212,5837110,6212,6245020
1213,6212,5837110,6212,6245340
1213,6212,5837110,6212,6245710
1213,6212,5837110,6212,6246360
1213,6212,5837110,6212,6247360
1213,6212,5837110,6212,6248360
1213,6212,5837110,6212,6249360
1213,6212,5837110,6212,6250360
1213,6212,5837110,6212,6251360
1213,6212,5837110,6212,6252360
1213,6212,5837110,6212,6260360
1213,6212,5837110,6212,6261360
1213,6212,5837110,6212,6261360
1213,6212,5837110,6212,6262170
1213,6212,5837110,6212,6262170
1213,6212,5837110,6212,6262630
1213,6212,5837110,6212,6263630
1213,6212,5837430,6212,6263950
1213,6212,5837430,6212,6264950
1213,6212,5837430,6212,6265600
1213,6212,5837430,6212,6266600
1213,6212,5837430,6212,6274600
1213,6212,5837430,6212,6274600
1213,6212,5837430,6212,6275250
1213,6212,5837430,6212,6276250
1213,6212,5837430,6212,6276250
1213,6212,5837430,6212,6276900
1213,6212,5837430,6212,6277370
1213,6212,5837430,6212,6278370
1213,6212,5837750,6212,6278690
1213,6212,5837750,6212,6279690
1213,6212,5837750,6212,6280690
1213,6212,5837750,6212,6281690
1213,6212,5837750,6212,6285690
1213,6212,5837750,6212,6286690
1213,6212,5837750,6212,6287160
1213,6212,5837750,6212,6288160
1213,6212,5837750,6212,6288970
1213,6212,5837750,6212,6289440
1213,6212,5837750,6212,6289810
1213,6212,5837750,6212,6290810
1213,6212,5837750,6212,6291280
1213,6212,5837750,6212,6292280
1213,6212,5837750,6212,6293280
1213,6212,5837750,6212,6294280
1213,6212,5837750,6212,6295090
1213,6212,5837750,6212,6295560
1213,6212,5837750,6212,6296560
1213,6212,5837750,6212,6296880
1213,6212,5837750,6212,6297530
1213,6212,5837750,6212,6298530
1213,6212,5837750,6212,6299530
1213,6212,5837750,6212,6300530
1213,6212,5837750,6212,6301530
1213,6212,5837750,6212,6302530
1213,6212,5837750,6212,6302850
1213,6212,5837750,6212,6303850
1213,6212,5837750,6212,6304850
1213,6212,5837750,6212,6305850
1213,6212,5837750,6212,6306850
1213,6212,5837750,6212,6307850
1213,6212,5837750,6212,6308850
1213,6212,5837750,6212,6309500
1213,6212,5837750,6212,6309720
1213,6212,5837750,6212,6310720
1213,6212,5837750,6212,6311720
1213,6212,5837750,6212,6312040
1213,6212,5837750,6212,6312590
1213,6212,5837750,6212,6313060
1213,6212,5837750,6212,6313060
1213,6212,5837750,6212,6313530
1213,6212,5837750,6212,6313530
1213,6212,5837750,6212,6314530
1213,6212,5837750,6212,6314850
1213,6212,5837910,6212,6315010
1213,6212,5837910,6212,6315820
1213,6212,5837910,6212,6316280
1213,6212,5837910,6212,6317280
1213,6212,5837910,6212,6318280
1213,6212,5837910,6212,6318760
1213,6212,5837910,6212,6319230
1213,6212,5837910,6212,6320230
1213,6212,5837910,6212,6321230
1213,6212,5837910,6212,6322040
1213,6212,5837910,6212,6322630
1213,6212,5837910,6212,6323630
1213,6212,5837910,6212,6324630
1213,6212,5837910,6212,6324860
1213,6212,5838070,6212,6325020
1213,6212,5838070,6212,6325020
1213,6212,5838070,6212,6325830
1213,6212,5838070,6212,6326830
1213,6212,5838070,6212,6327830
1213,6212,5838070,6212,6328640
1213,6212,5838070,6212,6329450
1213,6212,5838070,6212,6330450
1213,6212,5838070,6212,6331450
1213,6212,5838070,6212,6332260
1213,6212,5838070,6212,6333070
1213,6212,5838070,6212,6334070
1213,6212,5838070,6212,6335070
1213,6212,5838070,6212,6335720
1213,6212,5838070,6212,6336720
1213,6212,5838230,6212,6336880
1213,6212,5838230,6212,6336880
1213,6212,5838230,6212,6336880
1213,6212,5838230,6212,6337690
1213,6212,5838230,6212,6338010
1213,6212,5838230,6212,6338010
1213,6212,5838230,6212,6338230
1213,6212,5838230,6212,6338820
1213,6212,5838230,6212,6339820
1213,6212,5838230,6212,6340820
1213,6212,5838230,6212,6341630
1213,6212,5838230,6212,6342630
1213,6212,5838230,6212,6343100
1213,6212,5838230,6212,6344100
1213,6212,5838230,6212,6345100
1213,6212,5838230,6212,6346100
1213,6212,5838230,6212,6347100
1213,6212,5838230,6212,6348100
1213,6212,5838230,6212,6349100
1213,6212,5838230,6212,6350100
1213,6212,5838230,6212,6351100
1213,6212,5838230,6212,6351100
1213,6212,5838230,6212,6352100
1213,6212,5838230,6212,6352570
1213,6212,5838230,6212,6352800
1213,6212,5838230,6212,6353800
1213,6212,5838230,6212,6354610
1213,6212,5838230,6212,6355420
1213,6212,5838230,6212,6356230
1213,6212,5838230,6212,6356460
1213,6212,5838230,6212,6357270
1213,6212,5838230,6212,6358270
1213,6212,5838230,6212,6359270
1213,6212,5838230,6212,6360270
1213,6212,5838230,6212,6360270
1213,6212,5838230,6212,6361270
1213,6212,5838230,6212,6362270
1213,6212,5838230,6212,6363080
1213,6212,5838230,6212,6363400
1213,6212,5838230,6212,6364400
1213,6212,5838230,6212,6365400
1213,6212,5838230,6212,6365400
1213,6212,5838230,6212,6366400
1213,6212,5838230,6212,6366870
1213,6212,5838230,6212,6367340
1213,6212,5838230,6212,6368150
1213,6212,5838230,6212,6369150
1213,6212,5838230,6212,6369620
1213,6212,5838230,6212,6370620
1213,6212,5838230,6212,6371620
1213,6212,5838230,6212,6372620
1213,6212,5838230,6212,6373620
1213,6212,5838230,6212,6374430
1213,6212,5838230,6212,6375430
1213,6212,5838230,6212,6375750
1213,6212,5838230,6212,6376220
1213,6212,5838230,6212,6377220
1213,6212,5838230,6212,6377690
1213,6212,5838230,6212,6378160
1213,6212,5838230,6212,6378390
1213,6212,5838340,6212,6378500
1213,6212,5838340,6212,6379500
1213,6212,5838340,6212,6379500
1213,6212,5838340,6212,6379820
1213,6212,5838340,6212,6380820
1213,6212,5838340,6212,6381820
1213,6212,5838340,6212,6382630
1213,6212,5838340,6212,6383090
1213,6212,5838340,6212,6384090
1213,6212,5838340,6212,6385090
1213,6212,5838340,6212,6386090
1213,6212,5838340,6212,6387090
1213,6212,5838340,6212,6388090
1213,6212,5838340,6212,6389090
1213,6212,5838340,6212,6390090
1213,6212,5838340,6212,6390320
1213,6212,5838340,6212,6391320
1213,6212,5838340,6212,6392320
1213,6212,5838340,6212,6392790
1213,6212,5838340,6212,6400790
1213,6212,5838340,6212,6401790
1213,6212,5838340,6212,6402600
1213,6212,5838340,6212,6403600
1213,6212,5838340,6212,6404600
1213,6212,5838340,6212,6405070
1213,6212,5838340,6212,6405530
1213,6212,5838340,6212,6406530
1213,6212,5838340,6212,6407530
1213,6212,5838340,6212,6408340
1213,6212,5838340,6212,6408810
1213,6212,5839340,6212,6409810
1213,6212,5839340,6212,6410810
1213,6212,5839340,6212,6411620
1213,6212,5839340,6212,6412620
1213,6212,5839340,6212,6413620
1213,6212,5839340,6212,6413850
1213,6212,5839340,6212,6414500
1213,6212,5839340,6212,6415500
1213,6212,5839340,6212,6416500
1213,6212,5839340,6212,6417500
1213,6212,5839340,6212,6417970
1213,6212,5839340,6212,6418440
1213,6212,5839340,6212,6419440
1213,6212,5839340,6212,6420440
1213,6212,5839340,6212,6421440
1213,6212,5839340,6212,6422440
1213,6212,5839340,6212,6422440
1213,6212,5839340,6212,6423440
1213,6212,5839340,6212,6423760
1213,6212,5839340,6212,6424570
1213,6212,5839340,6212,6425570
1213,6212,5839340,6212,6425890
1213,6212,5839340,6212,6426890
1213,6212,5839340,6212,6427890
1213,6212,5839340,6212,6428540
1213,6212,5839340,6212,6429540
1213,6212,5839340,6212,6430010
1213,6212,5839340,6212,6430820
1213,6212,5839340,6212,6431370
1213,6212,5839340,6212,6432020
1213,6212,5839340,6212,6433020
1213,6212,5839340,6212,6433020
1213,6212,5839340,6212,6433830
1213,6212,5839340,6212,6434830
1213,6212,5839340,6212,6435830
1213,6212,5839340,6212,6436150
1213,6212,5839340,6212,6437150
1213,6212,5839340,6212,6438150
1213,6212,5839340,6212,6442150
1213,6212,5839340,6212,6442470
1213,6212,5839340,6212,6442690
1213,6212,5839340,6212,6443340
1213,6212,5839340,6212,6444340
1213,6212,5839340,6212,6444340
1213,6212,5839340,6212,6445150
1213,6212,5839340,6212,6446150
1213,6212,5839340,6212,6447150
1213,6212,5839340,6212,6448150
1213,6212,5839340,6212,6449150
1213,6212,5839340,6212,6449620
1213,6212,5839340,6212,6449940
1213,6212,5839340,6212,6450940
1213,6212,5839340,6212,6451410
1213,6212,5839340,6212,6452220
1213,6212,5839340,6212,6453220
1213,6212,5839340,6212,6454030
1213,6212,5839500,6212,6454190
1213,6212,5839500,6212,6455190
1213,6212,5839500,6212,6455660
1213,6212,5839500,6212,6455660
1213,6212,5839500,6212,6456660
1213,6212,5839500,6212,6457660
1213,6212,5839500,6212,6458470
1213,6212,5839500,6212,6459470
1213,6212,5839500,6212,6460280
1213,6212,5839500,6212,6461280
1213,6212,5839500,6212,6461280
1213,6212,5839500,6212,6462280
1213,6212,5839500,6212,6463280
1213,6212,5839500,6212,6464090
1213,6212,5839500,6212,6465090
1213,6212,5839500,6212,6465560
1213,6212,5839500,6212,6465560
1213,6212,5839500,6212,6466560
1213,6212,5839500,6212,6466560
1213,6212,5839500,6212,6467560
1213,6212,5839500,6212,6468560
1213,6212,5839500,6212,6469560
1213,6212,5839500,6212,6470560
1213,6212,5839500,6212,6471560
1213,6212,5839500,6212,6479560
1213,6212,5839500,6212,6480560
1213,6212,5839500,6212,6481560
1213,6212,5839500,6212,6482560
1213,6212,5839500,6212,6483560
1213,6212,5839500,6212,6484560
1213,6212,5839500,6212,6485560
1213,6212,5839500,6212,6485880
1213,6212,5839500,6212,6486470
1213,6212,5839500,6212,6486940
1213,6212,5839500,6212,6494940
1213,6212,5839500,6212,6494940
1213,6212,5839500,6212,6495310
1213,6212,5839500,6212,6496120
1213,6212,5839500,6212,6496120
1213,6212,5839500,6212,6497120
1213,6212,5839500,6212,6498120
1213,6212,5839500,6212,6499120
1213,6212,5839500,6212,6499120
1213,6212,5839500,6212,6499930
1213,6212,5839500,6212,6500930
1213,6212,5839500,6212,6501740
1213,6212,5839500,6212,6502210
1213,6212,5839500,6212,6503210
1213,6212,5839500,6212,6503210
1213,6212,5839500,6212,6503680
1213,6212,5839500,6212,6504680
1213,6212,5839500,6212,6505680
1213,6212,5839500,6212,6506680
1213,6212,5839500,6212,6507680
1213,6212,5839500,6212,6508150
1213,6212,5839500,6212,6509150
1213,6212,5839500,6212,6509150
1213,6212,5839500,6212,6510150
1213,6212,5839500,6212,6510800
1213,6212,5839500,6212,6511800
1213,6212,5839500,6212,6512800
1213,6212,5839500,6212,6513120
1213,6212,5839500,6212,6514120
1213,6212,5839500,6212,6515120
1213,6212,5839500,6212,6523120
1213,6212,5839660,6212,6523280
1213,6212,5839660,6212,6523740
1213,6212,5839660,6212,6524740
1213,6212,5839660,6212,6525740
1213,6212,5839660,6212,6526740
1213,6212,5839660,6212,6526970
1213,6212,5839660,6212,6528970
1213,6212,5839660,6212,6529780
1213,6212,5839660,6212,6530590
1213,6212,5839660,6212,6531590
1213,6212,5839660,6212,6532590
1213,6212,5839660,6212,6533590
1213,6212,5839660,6212,6533590
1213,6212,5839660,6212,6534060
1213,6212,5839660,6212,6534060
1213,6212,5839660,6212,6535060
1213,6212,5839660,6212,6536060
1213,6212,5839660,6212,6536530
1213,6212,5839660,6212,6537530
1213,6212,5839660,6212,6538340
1213,6212,5839660,6212,6539340
1213,6212,5839660,6212,6540340
1213,6212,5839660,6212,6540340
1213,6212,5839660,6212,6541340
1213,6212,5839660,6212,6541660
1213,6212,5839660,6212,6542660
1213,6212,5839660,6212,6543660
1213,6212,5839660,6212,6543980
1213,6212,5839660,6212,6544980
1213,6212,5839660,6212,6545980
1213,6212,5839660,6212,6546980
1213,6212,5839660,6212,6547350
1213,6212,5839660,6212,6547580
1213,6212,5839660,6212,6548580
1213,6212,5840660,6212,6549580
1213,6212,5840660,6212,6550580
1213,6212,5840660,6212,6551580
1213,6212,5840660,6212,6552390
1213,6212,5840660,6212,6552390
1213,6212,5840660,6212,6552860
1213,6212,5840660,6212,6553860
1213,6212,5840660,6212,6554860
1213,6212,5840660,6212,6555510
1213,6212,5840660,6212,6556510
1213,6212,5840660,6212,6557510
1213,6212,5840660,6212,6558510
1213,6212,5840660,6212,6558510
1213,6212,5840660,6212,6559320
1213,6212,5840660,6212,6560320
1213,6212,5840660,6212,6561320
1213,6212,5841660,6212,6562320
1213,6212,5841660,6212,6563320
1213,6212,5841660,6212,6564320
1213,6212,5841660,6212,6564550
1213,6212,5841660,6212,6565020
1213,6212,5841660,6212,6567020
1213,6212,5841660,6212,6568020
1213,6212,5841660,6212,6569020
1213,6212,5841660,6212,6569830
1213,6212,5841660,6212,6570830
1213,6212,5841660,6212,6570830
1213,6212,5841660,6212,6571300
1213,6212,5841660,6212,6572110
1213,6212,5841660,6212,6572110
1213,6212,5841660,6212,6572110
1213,6212,5841660,6212,6573110
1213,6212,5841660,6212,6574110
1213,6212,5841660,6212,6574430
1213,6212,5841660,6212,6575080
1213,6212,5841660,6212,6575890
1213,6212,5841660,6212,6575890
1213,6212,5841660,6212,6576890
1213,6212,5841660,6212,6577350
1213,6212,5841660,6212,6578350
1213,6212,5841660,6212,6579160
1213,6212,5841660,6212,6580160
1213,6212,5841660,6212,6580970
1213,6212,5841660,6212,6581440
1213,6212,5841660,6212,6582440
1213,6212,5841660,6212,6583440
1213,6212,5841660,6212,6584250
1213,6212,5841660,6212,6585250
1213,6212,5841660,6212,6586250
1213,6212,5841660,6212,6587250
1213,6212,5841660,6212,6588250
1213,6212,5841660,6212,6589250
1213,6212,5841660,6212,6590250
1213,6212,5841660,6212,6591060
1213,6212,5841660,6212,6591380
1213,6212,5841660,6212,6592380
1213,6212,5841660,6212,6592850
1213,6212,5841660,6212,6593660
1213,6212,5841660,6212,6594660
1213,6212,5841660,6212,6595130
1213,6212,5841660,6212,6596130
1213,6212,5841660,6212,6596680
1213,6212,5841660,6212,6597680
1213,6212,5841660,6212,6598330
1213,6212,5841660,6212,6599140
1213,6212,5841660,6212,6599610
1213,6212,5841660,6212,6600420
1213,6212,5841660,6212,6600890
1213,6212,5841820,6212,6601050
1213,6212,5841820,6212,6601370
1213,6212,5841820,6212,6601840
1213,6212,5841820,6212,6602070
1213,6212,5841820,6212,6603070
1213,6212,5841820,6212,6603070
1213,6212,5841820,6212,6604070
1213,6212,5841820,6212,6605070
1213,6212,5841820,6212,6605540
1213,6212,5841820,6212,6606540
1213,6212,5841820,6212,6614540
1213,6212,5841820,6212,6618540
1213,6212,5841820,6212,6619350
1213,6212,5841820,6212,6619670
1213,6212,5841820,6212,6620670
1213,6212,5841820,6212,6620670
1213,6212,5841820,6212,6621670
1213,6212,5841820,6212,6622140
1213,6212,5841820,6212,6622610
1213,6212,5841820,6212,6623610
1213,6212,5841820,6212,6623610
1213,6212,5841820,6212,6624200
1213,6212,5841820,6212,6625200
1213,6212,5841820,6212,6626200
1213,6212,5841820,6212,6626200
1213,6212,5841820,6212,6627200
1213,6212,5841820,6212,6627200
1213,6212,5841820,6212,6627200
1213,6212,5841820,6212,6628200
1213,6212,5841820,6212,6629010
1213,6212,5841820,6212,6629010
1213,6212,5841820,6212,6630010
1213,6212,5841820,6212,6631010
1213,6212,5841820,6212,6632010
1213,6212,5841820,6212,6632820
1213,6212,5841820,6212,6633630
1213,6212,5841820,6212,6634090
1213,6212,5841820,6212,6635090
1213,6212,5841820,6212,6635560
1213,6212,5841820,6212,6637560
1213,6212,5841820,6212,6638560
1213,6212,5841820,6212,6639560
1213,6212,5841820,6212,6640560
1213,6212,5841820,6212,6640560
1213,6212,5841820,6212,6641560
1213,6212,5841820,6212,6641560
1213,6212,5841820,6212,6642560
1213,6212,5841820,6212,6643560
1213,6212,5841820,6212,6644370
1213,6212,5841820,6212,6645370
1213,6212,5841820,6212,6645370
1213,6212,5841820,6212,6646370
1213,6212,5841820,6212,6647370
1213,6212,5841820,6212,6647370
1213,6212,5841820,6212,6648370
1213,6212,5841820,6212,6648840
1213,6212,5841820,6212,6649840
1213,6212,5841820,6212,6650310
1213,6212,5841820,6212,6651310
1213,6212,5841820,6212,6651310
1213,6212,5841820,6212,6652310
1213,6212,5841820,6212,6652310
1213,6212,5841820,6212,6653310
1213,6212,5841820,6212,6653780
1213,6212,5841820,6212,6654780
1213,6212,5841820,6212,6655590
1213,6212,5841820,6212,6655590
1213,6212,5841820,6212,6656590
1213,6212,5841820,6212,6657590
1213,6212,5841820,6212,6658590
1213,6212,5841820,6212,6659590
1213,6212,5841820,6212,6660590
1213,6212,5841820,6212,6660590
1213,6212,5841820,6212,6661590
1213,6212,5841820,6212,6661910
1213,6212,5841820,6212,6662230
1213,6212,5841820,6212,6663230
1213,6212,5841820,6212,6664230
1213,6212,5841820,6212,6665040
1213,6212,5841820,6212,6665850
1213,6212,5841820,6212,6666850
1213,6212,5841820,6212,6667850
1213,6212,5841820,6212,6668660
1213,6212,5841820,6212,6668660
1213,6212,5841820,6212,6668660
1213,6212,5841820,6212,6668660
1213,6212,5842140,6212,6668980
1213,6212,5842140,6212,6669980
1213,6212,5842140,6212,6670980
1213,6212,5842140,6212,6671980
1213,6212,5842140,6212,6672630
1213,6212,5842140,6212,6673630
1213,6212,5842140,6212,6674630
1213,6212,5842140,6212,6675630
1213,6212,5842140,6212,6676630
1213,6212,5842140,6212,6677630
1213,6212,5842140,6212,6678100
1213,6212,5842140,6212,6679100
1213,6212,5842140,6212,6680100
1213,6212,5842140,6212,6681100
1213,6212,5842140,6212,6682100
1213,6212,5842140,6212,6682910
1213,6212,5842140,6212,6683720
1213,6212,5842140,6212,6684040
1213,6212,5842140,6212,6684850
1213,6212,5842140,6212,6685850
1213,6212,5842140,6212,6686660
1213,6212,5842140,6212,6686660
1213,6212,5842140,6212,6687660
1213,6212,5842140,6212,6688660
1213,6212,5842140,6212,6689660
1213,6212,5842140,6212,6690660
1213,6212,5842140,6212,6690660
1213,6212,5842140,6212,6691660
1213,6212,5842140,6212,6692470
1213,6212,5842140,6212,6692470
1213,6212,5842140,6212,6692940
1213,6212,5842140,6212,6700940
1213,6212,5842140,6212,6701590
1213,6212,5842140,6212,6702240
1213,6212,5842140,6212,6702710
1213,6212,5842140,6212,6703710
1213,6212,5842140,6212,6703930
1213,6212,5842140,6212,6704930
1213,6212,5842140,6212,6705400
1213,6212,5842140,6212,6706400
1213,6212,5842140,6212,6707400
1213,6212,5842140,6212,6707400
